doctor_id,login_hour,session_minutes,records_viewed,downloads,departments_accessed,failed_logins,unknown_device,external_ip,after_hours,export_all,label,created_at
DOC002,8.77,614.0,44,5,1,0,0,0,0,0,normal,2026-07-14 08:28:00
DOC002,8.07,530.0,51,5,1,0,0,0,0,0,normal,2026-07-13 08:09:00
DOC002,8.86,528.0,48,6,1,0,0,0,0,0,normal,2026-07-13 08:27:00
DOC002,8.79,569.0,43,5,1,0,0,0,0,0,normal,2026-07-11 08:46:00
DOC002,8.64,540.0,50,4,1,0,0,0,0,0,normal,2026-07-11 08:48:00
DOC002,8.84,597.0,43,4,1,0,0,0,0,0,normal,2026-07-10 08:58:00
DOC002,9.13,627.0,49,4,1,0,0,0,0,0,normal,2026-07-10 09:47:00
DOC002,8.39,618.0,46,4,1,0,0,0,0,0,normal,2026-07-10 08:29:00
DOC002,8.48,566.0,50,5,1,0,0,0,0,0,normal,2026-07-09 08:35:00
DOC002,7.81,603.0,47,4,1,0,0,0,0,0,normal,2026-07-09 07:06:00
DOC002,8.75,528.0,40,5,1,0,0,0,0,0,normal,2026-07-09 08:20:00
DOC002,8.93,609.0,47,6,1,0,0,0,0,0,normal,2026-07-08 08:52:00
DOC002,9.08,546.0,44,5,1,0,0,0,0,0,normal,2026-07-08 09:38:00
DOC002,9.08,530.0,40,4,1,0,0,0,0,0,normal,2026-07-08 09:16:00
DOC002,8.13,542.0,47,4,1,0,0,0,0,0,normal,2026-07-07 08:09:00
DOC002,8.13,614.0,42,6,1,0,0,0,0,0,normal,2026-07-07 08:39:00
DOC002,8.6,578.0,49,5,1,0,0,0,0,0,normal,2026-07-07 08:28:00
DOC002,8.0,589.0,49,6,1,0,0,0,0,0,normal,2026-07-06 07:28:00
DOC002,8.8,536.0,42,5,1,0,0,0,0,0,normal,2026-07-06 08:56:00
DOC002,8.41,575.0,41,4,1,0,0,0,0,0,normal,2026-07-04 08:54:00
DOC002,8.91,623.0,50,6,1,0,0,0,0,0,normal,2026-07-03 08:19:00
DOC002,7.94,618.0,50,6,1,0,0,0,0,0,normal,2026-07-03 07:46:00
DOC002,9.1,531.0,46,4,1,0,0,0,0,0,normal,2026-07-02 09:09:00
DOC002,7.84,622.0,40,5,1,0,0,0,0,0,normal,2026-07-01 07:07:00
DOC002,8.76,546.0,40,4,1,0,0,0,0,0,normal,2026-07-01 08:13:00
DOC002,8.78,606.0,42,6,1,0,0,0,0,0,normal,2026-07-01 08:59:00
DOC002,8.97,527.0,48,6,1,0,0,0,0,0,normal,2026-06-30 08:58:00
DOC002,8.08,564.0,49,6,1,0,0,0,0,0,normal,2026-06-29 08:46:00
DOC002,8.69,536.0,39,4,1,0,0,0,0,0,normal,2026-06-29 08:35:00
DOC002,8.63,558.0,39,5,1,0,0,0,0,0,normal,2026-06-29 08:52:00
DOC002,8.92,622.0,45,4,1,0,0,0,0,0,normal,2026-06-27 08:41:00
DOC002,7.97,515.0,45,6,1,0,0,0,0,0,normal,2026-06-27 07:15:00
DOC002,8.57,527.0,47,6,1,0,0,0,0,0,normal,2026-06-26 08:17:00
DOC002,7.8,634.0,49,5,1,0,0,0,0,0,normal,2026-06-26 07:19:00
DOC002,9.02,571.0,40,6,1,0,0,0,0,0,normal,2026-06-26 09:41:00
DOC002,9.04,582.0,50,4,1,0,0,0,0,0,normal,2026-06-25 09:16:00
DOC002,8.04,515.0,50,6,1,0,0,0,0,0,normal,2026-06-25 08:12:00
DOC002,8.89,570.0,44,5,1,0,0,0,0,0,normal,2026-06-25 08:58:00
DOC002,8.61,550.0,40,6,1,0,0,0,0,0,normal,2026-06-24 08:30:00
DOC002,8.15,586.0,44,6,1,0,0,0,0,0,normal,2026-06-23 08:41:00
DOC002,7.94,550.0,49,6,1,0,0,0,0,0,normal,2026-06-23 07:09:00
DOC002,8.12,540.0,45,5,1,0,0,0,0,0,normal,2026-06-22 08:53:00
DOC002,9.02,559.0,44,5,1,0,0,0,0,0,normal,2026-06-22 09:38:00
DOC002,7.82,567.0,45,6,1,0,0,0,0,0,normal,2026-06-22 07:46:00
DOC002,7.93,532.0,51,5,1,0,0,0,0,0,normal,2026-06-20 07:19:00
DOC002,8.07,584.0,49,6,1,0,0,0,0,0,normal,2026-06-20 08:32:00
DOC002,7.87,603.0,47,6,1,0,0,0,0,0,normal,2026-06-19 07:35:00
DOC002,8.12,594.0,45,6,1,0,0,0,0,0,normal,2026-06-18 08:35:00
DOC002,8.74,594.0,41,6,1,0,0,0,0,0,normal,2026-06-18 08:29:00
DOC002,8.7,566.0,42,5,1,0,0,0,0,0,normal,2026-06-17 08:29:00
DOC002,8.16,589.0,42,4,1,0,0,0,0,0,normal,2026-06-17 08:29:00
DOC002,7.84,521.0,50,5,1,0,0,0,0,0,normal,2026-06-17 07:54:00
DOC002,8.72,532.0,45,6,1,0,0,0,0,0,normal,2026-06-16 08:40:00
DOC002,9.07,588.0,50,4,1,0,0,0,0,0,normal,2026-06-16 09:29:00
DOC002,8.92,529.0,49,4,1,0,0,0,0,0,normal,2026-06-16 08:31:00
DOC002,8.72,623.0,40,6,1,0,0,0,0,0,normal,2026-06-15 08:43:00
DOC002,9.1,539.0,49,6,1,0,0,0,0,0,normal,2026-06-13 09:12:00
DOC002,7.86,621.0,44,5,1,0,0,0,0,0,normal,2026-06-13 07:35:00
DOC002,8.07,625.0,44,6,1,0,0,0,0,0,normal,2026-06-13 08:03:00
DOC002,8.67,609.0,46,4,1,0,0,0,0,0,normal,2026-06-12 08:48:00
DOC002,8.42,621.0,42,5,1,0,0,0,0,0,normal,2026-06-12 08:08:00
DOC002,8.09,540.0,45,6,1,0,0,0,0,0,normal,2026-06-11 08:16:00
DOC002,8.92,630.0,42,5,1,0,0,0,0,0,normal,2026-06-11 08:00:00
DOC002,8.89,517.0,43,4,1,0,0,0,0,0,normal,2026-06-11 08:25:00
DOC002,8.64,612.0,41,5,1,0,0,0,0,0,normal,2026-06-10 08:27:00
DOC002,8.37,562.0,49,6,1,0,0,0,0,0,normal,2026-06-10 08:51:00
DOC002,8.93,546.0,45,6,1,0,0,0,0,0,normal,2026-06-10 08:41:00
DOC002,8.61,621.0,41,5,1,0,0,0,0,0,normal,2026-06-09 08:19:00
DOC002,8.31,542.0,50,5,1,0,0,0,0,0,normal,2026-06-08 08:42:00
DOC002,9.0,591.0,44,5,1,0,0,0,0,0,normal,2026-06-08 09:54:00
DOC002,7.91,530.0,49,6,1,0,0,0,0,0,normal,2026-06-08 07:24:00
DOC002,8.14,521.0,43,4,1,0,0,0,0,0,normal,2026-06-06 08:20:00
DOC002,8.47,540.0,50,4,1,0,0,0,0,0,normal,2026-06-06 08:45:00
DOC002,8.8,621.0,47,6,1,0,0,0,0,0,normal,2026-06-06 08:27:00
DOC002,8.31,582.0,46,6,1,0,0,0,0,0,normal,2026-06-05 08:23:00
DOC002,7.9,606.0,49,4,1,0,0,0,0,0,normal,2026-06-05 07:53:00
DOC002,8.02,581.0,50,4,1,0,0,0,0,0,normal,2026-06-05 08:53:00
DOC002,8.75,541.0,46,5,1,0,0,0,0,0,normal,2026-06-04 08:54:00
DOC002,8.36,580.0,41,6,1,0,0,0,0,0,normal,2026-06-03 08:10:00
DOC002,9.17,620.0,48,4,1,0,0,0,0,0,normal,2026-06-03 09:52:00
DOC002,8.7,539.0,40,4,1,0,0,0,0,0,normal,2026-06-03 08:34:00
DOC002,8.57,585.0,40,4,1,0,0,0,0,0,normal,2026-06-02 08:54:00
DOC002,8.61,608.0,46,6,1,0,0,0,0,0,normal,2026-06-01 08:21:00
DOC002,8.61,538.0,48,4,1,0,0,0,0,0,normal,2026-05-30 08:35:00
DOC002,7.88,621.0,51,5,1,0,0,0,0,0,normal,2026-05-29 07:59:00
DOC002,8.57,549.0,41,4,1,0,0,0,0,0,normal,2026-05-29 08:29:00
DOC002,8.98,600.0,44,4,1,0,0,0,0,0,normal,2026-05-28 08:51:00
DOC002,8.99,585.0,50,5,1,0,0,0,0,0,normal,2026-05-28 08:54:00
DOC002,7.87,554.0,44,5,1,0,0,0,0,0,normal,2026-05-28 07:33:00
DOC002,8.92,596.0,40,6,1,0,0,0,0,0,normal,2026-05-27 08:14:00
DOC002,9.16,609.0,45,4,1,0,0,0,0,0,normal,2026-05-27 09:35:00
DOC003,8.89,487.0,49,5,1,0,0,0,0,0,normal,2026-07-25 08:13:00
DOC003,9.08,477.0,38,5,1,0,0,0,0,0,normal,2026-07-25 09:45:00
DOC003,8.05,470.0,41,5,1,0,0,0,0,0,normal,2026-07-24 08:57:00
DOC003,9.04,475.0,49,3,1,0,0,0,0,0,normal,2026-07-23 09:01:00
DOC003,8.28,529.0,39,4,1,0,0,0,0,0,normal,2026-07-23 08:01:00
DOC003,8.96,561.0,47,5,1,0,0,0,0,0,normal,2026-07-22 08:32:00
DOC003,8.15,489.0,49,4,1,0,0,0,0,0,normal,2026-07-21 08:49:00
DOC003,8.94,453.0,40,5,1,0,0,0,0,0,normal,2026-07-20 08:33:00
DOC003,7.94,465.0,50,3,1,0,0,0,0,0,normal,2026-07-18 07:11:00
DOC003,8.02,468.0,46,4,1,0,0,0,0,0,normal,2026-07-17 08:52:00
DOC003,8.5,479.0,43,3,1,0,0,0,0,0,normal,2026-07-16 08:05:00
DOC003,8.49,458.0,39,3,1,0,0,0,0,0,normal,2026-07-16 08:55:00
DOC003,8.15,476.0,47,3,1,0,0,0,0,0,normal,2026-07-16 08:15:00
DOC003,8.53,555.0,46,4,1,0,0,0,0,0,normal,2026-07-15 08:30:00
DOC003,9.13,511.0,38,3,1,0,0,0,0,0,normal,2026-07-15 09:20:00
DOC003,8.83,467.0,46,4,1,0,0,0,0,0,normal,2026-07-15 08:41:00
DOC003,7.94,484.0,41,5,1,0,0,0,0,0,normal,2026-07-14 07:51:00
DOC003,8.39,523.0,40,5,1,0,0,0,0,0,normal,2026-07-14 08:39:00
DOC003,8.56,494.0,45,3,1,0,0,0,0,0,normal,2026-07-13 08:43:00
DOC003,8.7,537.0,40,4,1,0,0,0,0,0,normal,2026-07-13 08:38:00
DOC003,9.12,489.0,42,5,1,0,0,0,0,0,normal,2026-07-11 09:09:00
DOC003,7.95,456.0,41,4,1,0,0,0,0,0,normal,2026-07-10 07:21:00
DOC003,8.25,498.0,41,4,1,0,0,0,0,0,normal,2026-07-10 08:54:00
DOC003,9.23,559.0,44,3,1,0,0,0,0,0,normal,2026-07-10 09:47:00
DOC003,8.49,535.0,43,3,1,0,0,0,0,0,normal,2026-07-09 08:02:00
DOC003,9.05,518.0,40,5,1,0,0,0,0,0,normal,2026-07-09 09:04:00
DOC003,8.69,459.0,40,3,1,0,0,0,0,0,normal,2026-07-08 08:14:00
DOC003,8.13,536.0,40,3,1,0,0,0,0,0,normal,2026-07-08 08:30:00
DOC003,8.08,506.0,44,3,1,0,0,0,0,0,normal,2026-07-08 08:34:00
DOC003,8.28,522.0,41,5,1,0,0,0,0,0,normal,2026-07-07 08:39:00
DOC003,9.25,506.0,45,4,1,0,0,0,0,0,normal,2026-07-07 09:13:00
DOC003,8.22,491.0,44,4,1,0,0,0,0,0,normal,2026-07-07 08:05:00
DOC003,7.91,483.0,40,4,1,0,0,0,0,0,normal,2026-07-06 07:52:00
DOC003,8.03,558.0,43,5,1,0,0,0,0,0,normal,2026-07-06 08:36:00
DOC003,8.93,475.0,49,5,1,0,0,0,0,0,normal,2026-07-04 08:07:00
DOC003,8.44,569.0,39,3,1,0,0,0,0,0,normal,2026-07-04 08:47:00
DOC003,8.72,566.0,45,5,1,0,0,0,0,0,normal,2026-07-03 08:50:00
DOC003,8.3,554.0,45,3,1,0,0,0,0,0,normal,2026-07-03 08:15:00
DOC003,8.04,502.0,48,5,1,0,0,0,0,0,normal,2026-07-02 08:52:00
DOC003,8.66,453.0,43,5,1,0,0,0,0,0,normal,2026-07-02 08:07:00
DOC003,9.23,526.0,42,3,1,0,0,0,0,0,normal,2026-07-01 09:14:00
DOC003,7.89,565.0,46,3,1,0,0,0,0,0,normal,2026-07-01 07:44:00
DOC003,7.9,462.0,39,5,1,0,0,0,0,0,normal,2026-07-01 07:46:00
DOC003,7.91,461.0,48,3,1,0,0,0,0,0,normal,2026-06-30 07:47:00
DOC003,7.93,540.0,40,3,1,0,0,0,0,0,normal,2026-06-30 07:09:00
DOC003,8.21,545.0,50,5,1,0,0,0,0,0,normal,2026-06-30 08:47:00
DOC003,9.03,561.0,45,4,1,0,0,0,0,0,normal,2026-06-29 09:04:00
DOC003,8.45,535.0,47,5,1,0,0,0,0,0,normal,2026-06-29 08:39:00
DOC003,8.62,489.0,41,3,1,0,0,0,0,0,normal,2026-06-29 08:25:00
DOC003,9.21,473.0,47,5,1,0,0,0,0,0,normal,2026-06-27 09:10:00
DOC003,8.27,482.0,42,5,1,0,0,0,0,0,normal,2026-06-27 08:32:00
DOC003,8.53,533.0,46,5,1,0,0,0,0,0,normal,2026-06-27 08:07:00
DOC003,8.34,502.0,48,3,1,0,0,0,0,0,normal,2026-06-26 08:49:00
DOC003,9.25,463.0,48,4,1,0,0,0,0,0,normal,2026-06-25 09:23:00
DOC003,8.94,466.0,43,3,1,0,0,0,0,0,normal,2026-06-25 08:46:00
DOC003,8.46,542.0,42,4,1,0,0,0,0,0,normal,2026-06-25 08:18:00
DOC003,8.11,507.0,44,3,1,0,0,0,0,0,normal,2026-06-24 08:47:00
DOC003,8.55,458.0,49,4,1,0,0,0,0,0,normal,2026-06-24 08:17:00
DOC003,8.9,559.0,43,5,1,0,0,0,0,0,normal,2026-06-23 08:01:00
DOC003,8.05,545.0,47,3,1,0,0,0,0,0,normal,2026-06-22 08:12:00
DOC003,8.18,556.0,42,5,1,0,0,0,0,0,normal,2026-06-22 08:39:00
DOC003,8.26,537.0,45,4,1,0,0,0,0,0,normal,2026-06-20 08:08:00
DOC003,9.21,513.0,41,5,1,0,0,0,0,0,normal,2026-06-20 09:58:00
DOC003,8.69,513.0,44,4,1,0,0,0,0,0,normal,2026-06-20 08:47:00
DOC003,7.99,491.0,40,5,1,0,0,0,0,0,normal,2026-06-19 07:53:00
DOC003,9.16,480.0,47,3,1,0,0,0,0,0,normal,2026-06-19 09:58:00
DOC003,8.95,455.0,49,3,1,0,0,0,0,0,normal,2026-06-19 08:40:00
DOC003,8.34,483.0,44,3,1,0,0,0,0,0,normal,2026-06-18 08:02:00
DOC003,8.45,466.0,49,4,1,0,0,0,0,0,normal,2026-06-17 08:22:00
DOC003,8.26,535.0,49,4,1,0,0,0,0,0,normal,2026-06-17 08:41:00
DOC003,9.12,510.0,42,3,1,0,0,0,0,0,normal,2026-06-17 09:30:00
DOC003,8.69,496.0,47,5,1,0,0,0,0,0,normal,2026-06-16 08:32:00
DOC003,9.12,536.0,42,4,1,0,0,0,0,0,normal,2026-06-16 09:50:00
DOC003,9.1,454.0,38,5,1,0,0,0,0,0,normal,2026-06-15 09:19:00
DOC003,8.82,511.0,43,5,1,0,0,0,0,0,normal,2026-06-13 08:06:00
DOC003,8.55,469.0,42,5,1,0,0,0,0,0,normal,2026-06-13 08:12:00
DOC003,9.11,502.0,49,5,1,0,0,0,0,0,normal,2026-06-13 09:47:00
DOC003,8.38,519.0,39,4,1,0,0,0,0,0,normal,2026-06-12 08:07:00
DOC003,7.97,528.0,43,4,1,0,0,0,0,0,normal,2026-06-11 07:53:00
DOC003,8.71,491.0,46,4,1,0,0,0,0,0,normal,2026-06-11 08:08:00
DOC003,8.03,506.0,39,3,1,0,0,0,0,0,normal,2026-06-11 08:15:00
DOC003,8.9,491.0,49,3,1,0,0,0,0,0,normal,2026-06-10 08:17:00
DOC003,8.98,473.0,47,5,1,0,0,0,0,0,normal,2026-06-10 08:24:00
DOC003,9.26,547.0,42,4,1,0,0,0,0,0,normal,2026-06-10 09:54:00
DOC003,8.57,514.0,44,3,1,0,0,0,0,0,normal,2026-06-09 08:21:00
DOC003,8.79,535.0,39,3,1,0,0,0,0,0,normal,2026-06-09 08:14:00
DOC003,8.48,545.0,49,4,1,0,0,0,0,0,normal,2026-06-08 08:07:00
DOC003,8.8,479.0,40,4,1,0,0,0,0,0,normal,2026-06-06 08:28:00
DOC003,8.35,501.0,43,3,1,0,0,0,0,0,normal,2026-06-06 08:38:00
DOC003,8.87,522.0,41,3,1,0,0,0,0,0,normal,2026-06-05 08:02:00
DOC003,8.27,561.0,45,4,1,0,0,0,0,0,normal,2026-06-04 08:29:00
DOC003,8.81,463.0,40,5,1,0,0,0,0,0,normal,2026-06-03 08:13:00
DOC003,9.06,546.0,45,5,1,0,0,0,0,0,normal,2026-06-03 09:02:00
